"","Year","MatMor","InfMor","NeoMor","Under5Mor","ISO"
"540","2019",NA,10.6,8.1,12.3,"BLZ"
"541","2000",NA,NA,NA,NA,"BMU"
"542","2001",NA,NA,NA,NA,"BMU"
"543","2002",NA,NA,NA,NA,"BMU"
"544","2003",NA,NA,NA,NA,"BMU"
"545","2004",NA,NA,NA,NA,"BMU"
"546","2005",NA,NA,NA,NA,"BMU"
"547","2006",NA,NA,NA,NA,"BMU"
"548","2007",NA,NA,NA,NA,"BMU"
"549","2008",NA,NA,NA,NA,"BMU"
"550","2009",NA,NA,NA,NA,"BMU"
"551","2010",NA,NA,NA,NA,"BMU"
"552","2011",NA,NA,NA,NA,"BMU"
"553","2012",NA,NA,NA,NA,"BMU"
"554","2013",NA,NA,NA,NA,"BMU"
"555","2014",NA,NA,NA,NA,"BMU"
"556","2015",NA,NA,NA,NA,"BMU"
"557","2016",NA,NA,NA,NA,"BMU"
"558","2017",NA,NA,NA,NA,"BMU"
"559","2018",NA,NA,NA,NA,"BMU"
"560","2019",NA,NA,NA,NA,"BMU"
"561","2000",331,55.9,29.6,75.6,"BOL"
"562","2001",320,53.1,28.7,71.3,"BOL"
"563","2002",309,50.4,28,67.2,"BOL"
"564","2003",297,47.8,27.4,63.3,"BOL"
"565","2004",283,45.4,26.8,59.6,"BOL"
"566","2005",271,43.1,26.2,56.2,"BOL"
"567","2006",258,40.8,25.5,52.9,"BOL"
"568","2007",246,38.7,24.7,49.8,"BOL"
"569","2008",234,36.7,23.7,46.9,"BOL"
"570","2009",222,34.8,22.8,44.1,"BOL"
"571","2010",212,33,21.8,41.6,"BOL"
"572","2011",202,31.2,20.8,39.2,"BOL"
"573","2012",192,29.6,19.9,37,"BOL"
"574","2013",184,28,18.7,34.9,"BOL"
"575","2014",175,26.6,17.6,33,"BOL"
"576","2015",168,25.4,16.7,31.3,"BOL"
"577","2016",161,24.3,15.9,29.9,"BOL"
"578","2017",155,23.2,15.2,28.6,"BOL"
"579","2018",NA,22.3,14.6,27.4,"BOL"
"580","2019",NA,21.5,14,26.3,"BOL"
"581","2000",69,30.4,18.5,34.7,"BRA"
"582","2001",68,28.5,17.6,32.5,"BRA"
"583","2002",69,26.8,16.7,30.4,"BRA"
"584","2003",70,25.1,15.8,28.4,"BRA"
"585","2004",71,23.5,15,26.5,"BRA"
"586","2005",71,22,14.2,24.8,"BRA"
"587","2006",72,20.7,13.5,23.2,"BRA"
"588","2007",71,19.5,12.8,21.8,"BRA"
"589","2008",70,18.4,12.2,20.6,"BRA"
"590","2009",69,17.5,11.6,19.5,"BRA"
"591","2010",65,16.7,11.1,18.6,"BRA"
"592","2011",61,16,10.7,17.9,"BRA"
"593","2012",60,15.4,10.3,17.2,"BRA"
"594","2013",61,14.9,10,16.7,"BRA"
"595","2014",62,14.6,9.7,16.3,"BRA"
"596","2015",63,14.2,9.5,15.9,"BRA"
"597","2016",62,15,10,16.7,"BRA"
"598","2017",60,13.8,9.3,15.4,"BRA"
"599","2018",NA,13.6,9.2,15.2,"BRA"
"600","2019",NA,13.3,8.9,14.9,"BRA"
"601","2000",50,13.7,9.3,15.1,"BRB"
"602","2001",48,14,9.3,15.3,"BRB"
"603","2002",47,14.2,9.5,15.5,"BRB"
"604","2003",45,14.3,9.6,15.7,"BRB"
"605","2004",43,14.4,9.8,15.7,"BRB"
"606","2005",42,14.4,9.9,15.7,"BRB"
"607","2006",41,14.3,10,15.6,"BRB"
"608","2007",40,14.2,10.1,15.4,"BRB"
"609","2008",39,14.1,10.1,15.3,"BRB"
"610","2009",38,13.9,10,15.1,"BRB"
"611","2010",36,13.8,10,15,"BRB"
"612","2011",35,13.7,9.9,14.8,"BRB"
"613","2012",34,13.6,9.8,14.7,"BRB"
"614","2013",32,13.5,9.7,14.6,"BRB"
"615","2014",31,13.3,9.5,14.3,"BRB"
"616","2015",31,13,9.3,14,"BRB"
"617","2016",30,12.7,9.1,13.7,"BRB"
"618","2017",27,12.4,8.9,13.4,"BRB"
"619","2018",NA,12.1,8.6,13,"BRB"
"620","2019",NA,11.7,8.4,12.6,"BRB"
"621","2000",28,8.2,5,10.3,"BRN"
"622","2001",28,8,5,10.1,"BRN"
"623","2002",29,7.9,5,9.8,"BRN"
"624","2003",30,7.8,5,9.7,"BRN"
"625","2004",30,7.7,5,9.6,"BRN"
"626","2005",29,7.7,5,9.5,"BRN"
"627","2006",28,7.7,4.9,9.5,"BRN"
"628","2007",27,7.7,4.9,9.5,"BRN"
"629","2008",27,7.7,4.8,9.5,"BRN"
"630","2009",27,7.8,4.8,9.6,"BRN"
"631","2010",28,7.9,4.8,9.7,"BRN"
"632","2011",28,8.1,4.8,9.8,"BRN"
"633","2012",29,8.2,4.8,10,"BRN"
"634","2013",28,8.4,4.9,10.2,"BRN"
"635","2014",29,8.6,5,10.4,"BRN"
"636","2015",30,8.8,5.2,10.6,"BRN"
"637","2016",31,9,5.4,10.8,"BRN"
"638","2017",31,9.2,5.6,11,"BRN"
"639","2018",NA,9.4,5.8,11.2,"BRN"
"640","2019",NA,9.6,6,11.4,"BRN"
"641","2000",423,57.5,31.8,77.2,"BTN"
"642","2001",384,54.8,30.9,72.9,"BTN"
"643","2002",365,52.2,30,68.9,"BTN"
"644","2003",348,49.7,29,65,"BTN"
"645","2004",332,47.2,28,61.2,"BTN"
"646","2005",310,44.7,27.1,57.5,"BTN"
"647","2006",291,42.3,26.2,54.1,"BTN"
"648","2007",275,40.1,25.3,50.8,"BTN"
"649","2008",264,38,24.4,47.8,"BTN"
"650","2009",255,36,23.4,44.9,"BTN"
"651","2010",247,34.1,22.5,42.4,"BTN"
"652","2011",239,32.4,21.6,40,"BTN"
"653","2012",231,31,20.8,38,"BTN"
"654","2013",223,29.6,20.1,36.2,"BTN"
"655","2014",214,28.5,19.3,34.6,"BTN"
"656","2015",203,27.4,18.4,33.1,"BTN"
"657","2016",193,26.5,17.6,31.9,"BTN"
"658","2017",183,25.6,17,30.7,"BTN"
"659","2018",NA,24.7,16.3,29.6,"BTN"
"660","2019",NA,23.9,15.7,28.6,"BTN"
"661","2000",262,45.2,16.6,80.5,"BWA"
"662","2001",271,44.6,17,80,"BWA"
"663","2002",278,43.9,17.8,78.3,"BWA"
"664","2003",278,43.1,18.7,76.1,"BWA"
"665","2004",264,42.1,19.6,72.7,"BWA"
"666","2005",239,38.9,20.4,67,"BWA"
"667","2006",221,38.1,21,61.5,"BWA"
"668","2007",209,39.5,21.6,58.6,"BWA"
"669","2008",203,40.3,22,57.6,"BWA"
"670","2009",189,40.1,22.4,55.3,"BWA"
"671","2010",179,39.5,22.7,51.4,"BWA"
"672","2011",176,41.1,22.9,51.9,"BWA"
"673","2012",170,40.2,23.1,50.8,"BWA"
"674","2013",164,39.4,23.2,49.6,"BWA"
"675","2014",160,40.1,23.3,50.2,"BWA"
"676","2015",156,39.6,23.3,49.7,"BWA"
"677","2016",151,39.3,23.2,49.2,"BWA"
"678","2017",144,38.2,23,47.8,"BWA"
"679","2018",NA,37.6,22.7,47,"BWA"
"680","2019",NA,36.9,22.3,45.9,"BWA"
"681","2000",1280,109.9,49,168.9,"CAF"
"682","2001",1290,109.2,48.9,167.4,"CAF"
"683","2002",1280,108.5,48.7,165.8,"CAF"
"684","2003",1250,107.7,48.6,164.2,"CAF"
"685","2004",1230,106.9,48.4,162.5,"CAF"
"686","2005",1200,106.1,48.2,160.8,"CAF"
"687","2006",1170,104.8,48,158.3,"CAF"
"688","2007",1130,103.7,47.7,155.6,"CAF"
"689","2008",1090,102.5,47.2,152.8,"CAF"
"690","2009",1050,100.6,46.7,148.9,"CAF"
"691","2010",1000,99,46.1,145,"CAF"
"692","2011",981,96.7,45.5,140.5,"CAF"
"693","2012",963,94.5,44.7,136.2,"CAF"
"694","2013",1030,93,43.9,132.5,"CAF"
"695","2014",961,90.5,43.2,128.2,"CAF"
"696","2015",912,87.9,42.5,123.3,"CAF"
"697","2016",890,85.6,41.7,118.2,"CAF"
"698","2017",829,83.8,41,114.5,"CAF"
"699","2018",NA,81.6,40.2,111.1,"CAF"
"700","2019",NA,79.1,39.6,106.6,"CAF"
"701","2000",9,5.3,3.8,6.2,"CAN"
"702","2001",10,5.3,3.8,6.2,"CAN"
"703","2002",10,5.3,3.9,6.2,"CAN"
"704","2003",10,5.3,3.9,6.2,"CAN"
"705","2004",10,5.3,3.9,6.1,"CAN"
"706","2005",11,5.2,3.9,6.1,"CAN"
"707","2006",11,5.2,3.9,6,"CAN"
"708","2007",11,5.1,3.8,6,"CAN"
"709","2008",12,5.1,3.8,5.9,"CAN"
"710","2009",12,5,3.8,5.8,"CAN"
"711","2010",11,5,3.8,5.7,"CAN"
"712","2011",11,4.9,3.7,5.7,"CAN"
"713","2012",11,4.9,3.7,5.6,"CAN"
"714","2013",11,4.8,3.6,5.5,"CAN"
"715","2014",11,4.7,3.6,5.4,"CAN"
"716","2015",11,4.7,3.6,5.4,"CAN"
"717","2016",10,4.6,3.5,5.3,"CAN"
"718","2017",10,4.6,3.4,5.2,"CAN"
"719","2018",NA,4.5,3.3,5.1,"CAN"
"720","2019",NA,4.4,3.3,5.1,"CAN"
"721","2000",20,10.35377888,6.5367705,12.24332141,NA
"722","2001",19,9.838498124,6.159182949,11.63624485,NA
"723","2002",17,9.49103012,5.913486291,11.21167819,NA
"724","2003",16,9.207105119,5.700287615,10.87698607,NA
"725","2004",15,8.870824183,5.435772639,10.44209821,NA
"726","2005",14,8.393090011,5.131779458,9.900442762,NA
"727","2006",13,7.882774817,4.791341327,9.275349705,NA
"728","2007",12,7.420926297,4.475008733,8.701068805,NA
"729","2008",12,6.935704017,4.205195188,8.182059286,NA
"730","2009",11,6.548900595,3.982703612,7.708581783,NA
"731","2010",11,6.169101866,3.766453015,7.33099819,NA
"732","2011",10,5.886856808,3.598099714,6.982820506,NA
"733","2012",9,5.622893974,3.452906712,6.624633319,NA
"734","2013",9,5.340968848,3.331111399,6.332761208,NA
"735","2014",9,5.06766987,3.189491419,6.02653522,NA
"736","2015",9,4.835833913,3.034158843,5.769004721,NA
"737","2016",9,4.604803763,2.911984848,5.463623039,NA
"738","2017",8,4.397392104,2.784185453,5.228100858,NA
"739","2018",NA,4.213125998,2.712889352,5.01589049,NA
"740","2019",NA,4.052811301,2.644071244,4.851054225,NA
"741","2000",7,4.7,3.5,5.6,"CHE"
"742","2001",7,4.6,3.5,5.5,"CHE"
"743","2002",7,4.5,3.4,5.4,"CHE"
"744","2003",7,4.5,3.4,5.3,"CHE"
"745","2004",7,4.4,3.3,5.2,"CHE"
"746","2005",7,4.3,3.3,5.1,"CHE"
"747","2006",7,4.2,3.3,4.9,"CHE"
"748","2007",6,4.1,3.2,4.8,"CHE"
"749","2008",6,4,3.2,4.7,"CHE"
"750","2009",6,4,3.2,4.6,"CHE"
"751","2010",6,3.9,3.2,4.6,"CHE"
"752","2011",6,3.9,3.1,4.5,"CHE"
"753","2012",6,3.8,3.1,4.4,"CHE"
"754","2013",6,3.8,3,4.4,"CHE"
"755","2014",5,3.8,3,4.3,"CHE"
"756","2015",5,3.7,3,4.3,"CHE"
"757","2016",5,3.7,2.9,4.2,"CHE"
"758","2017",5,3.6,2.9,4.2,"CHE"
"759","2018",NA,3.6,2.9,4.1,"CHE"
"760","2019",NA,3.6,2.8,4,"CHE"
"761","2000",NA,NA,NA,NA,NA
"762","2001",NA,NA,NA,NA,NA
"763","2002",NA,NA,NA,NA,NA
"764","2003",NA,NA,NA,NA,NA
"765","2004",NA,NA,NA,NA,NA
"766","2005",NA,NA,NA,NA,NA
"767","2006",NA,NA,NA,NA,NA
"768","2007",NA,NA,NA,NA,NA
"769","2008",NA,NA,NA,NA,NA
"770","2009",NA,NA,NA,NA,NA
"771","2010",NA,NA,NA,NA,NA
"772","2011",NA,NA,NA,NA,NA
"773","2012",NA,NA,NA,NA,NA
"774","2013",NA,NA,NA,NA,NA
"775","2014",NA,NA,NA,NA,NA
"776","2015",NA,NA,NA,NA,NA
"777","2016",NA,NA,NA,NA,NA
"778","2017",NA,NA,NA,NA,NA
"779","2018",NA,NA,NA,NA,NA
"780","2019",NA,NA,NA,NA,NA
"781","2000",31,9.2,5.7,10.9,"CHL"
"782","2001",32,8.7,5.4,10.3,"CHL"
"783","2002",28,8.3,5.3,9.8,"CHL"
"784","2003",27,8.1,5.3,9.5,"CHL"
"785","2004",27,7.9,5.4,9.3,"CHL"
"786","2005",25,7.7,5.4,9.1,"CHL"
"787","2006",25,7.6,5.5,9,"CHL"
"788","2007",23,7.6,5.4,8.9,"CHL"
"789","2008",21,7.6,5.3,8.9,"CHL"
"790","2009",21,7.5,5.3,8.8,"CHL"
"791","2010",20,7.4,5.3,8.7,"CHL"
"792","2011",18,7.3,5.3,8.5,"CHL"
"793","2012",17,7.2,5.3,8.4,"CHL"
"794","2013",16,7.1,5.3,8.3,"CHL"
"795","2014",15,6.9,5.2,8.1,"CHL"
"796","2015",14,6.7,5.1,7.9,"CHL"
"797","2016",13,6.5,5,7.7,"CHL"
"798","2017",13,6.4,4.9,7.4,"CHL"
"799","2018",NA,6.2,4.7,7.2,"CHL"
"800","2019",NA,6,4.5,7,"CHL"
"801","2000",59,29.9,21.4,36.7,"CHN"
"802","2001",55,27.8,19.9,34.1,"CHN"
"803","2002",51,25.6,18.4,31.5,"CHN"
"804","2003",48,23.4,16.9,28.8,"CHN"
"805","2004",46,21.4,15.3,26.3,"CHN"
"806","2005",44,19.4,13.9,24,"CHN"
"807","2006",42,17.7,12.5,21.9,"CHN"
"808","2007",40,16.2,11.3,20.1,"CHN"
"809","2008",40,14.8,10.2,18.5,"CHN"
"810","2009",37,13.6,9.2,17,"CHN"
"811","2010",36,12.5,8.4,15.8,"CHN"
"812","2011",34,11.5,7.6,14.6,"CHN"
"813","2012",33,10.6,7,13.5,"CHN"
"814","2013",32,9.8,6.4,12.5,"CHN"
"815","2014",31,9,5.8,11.6,"CHN"
"816","2015",30,8.3,5.3,10.7,"CHN"
"817","2016",29,7.6,4.9,9.9,"CHN"
"818","2017",29,7,4.5,9.2,"CHN"
"819","2018",NA,6.4,4.1,8.5,"CHN"
"820","2019",NA,5.9,3.7,7.9,"CHN"
"821","2000",704,95.6,45.8,143.3,"CIV"
"822","2001",706,93.7,45.2,140.1,"CIV"
"823","2002",713,91.6,44.6,136.7,"CIV"
"824","2003",711,89.6,44,133.1,"CIV"
"825","2004",709,87.5,43.4,129.5,"CIV"
"826","2005",704,85.2,42.7,125.6,"CIV"
"827","2006",699,83.4,42,122,"CIV"
"828","2007",698,81.1,41.3,118.2,"CIV"
"829","2008",694,78.7,40.6,114.2,"CIV"
"830","2009",700,76.6,40,109.9,"CIV"
"831","2010",701,74.7,39.3,106.3,"CIV"
"832","2011",703,72.9,38.7,103.1,"CIV"
"833","2012",702,71,38,100.1,"CIV"
"834","2013",691,69.1,37.4,97,"CIV"
"835","2014",676,67.3,36.8,93.6,"CIV"
"836","2015",658,65.7,36.2,90.8,"CIV"
"837","2016",636,64.4,35.6,88.4,"CIV"
"838","2017",617,62.9,35,86,"CIV"
"839","2018",NA,61.3,34.5,83.2,"CIV"
"840","2019",NA,59.4,33.9,80.3,"CIV"
"841","2000",886,87.6,35.6,143.9,"CMR"
"842","2001",844,85.8,34.8,140.9,"CMR"
"843","2002",803,83.7,34.1,137.5,"CMR"
"844","2003",771,81.7,33.7,134,"CMR"
"845","2004",732,79.7,33.5,130.6,"CMR"
"846","2005",692,78.1,33.2,127.5,"CMR"
"847","2006",658,76.2,33,124.2,"CMR"
"848","2007",635,74.6,32.7,121,"CMR"
"849","2008",618,72.7,32.4,117.6,"CMR"
"850","2009",606,71.1,32,114.3,"CMR"
"851","2010",597,68.6,31.7,110.1,"CMR"
"852","2011",589,66.6,31.3,105.8,"CMR"
"853","2012",580,64.2,30.9,101.3,"CMR"
"854","2013",567,61.6,30.4,96.7,"CMR"
"855","2014",564,59.5,29.9,92.4,"CMR"
"856","2015",554,57,29.3,88,"CMR"
"857","2016",538,55.2,28.7,84.2,"CMR"
"858","2017",529,53.2,28,80.6,"CMR"
"859","2018",NA,51.3,27.4,77.3,"CMR"
"860","2019",NA,49.9,26.8,74.7,"CMR"
"861","2000",760,106.5,38.4,159.3,"COD"
"862","2001",740,104.4,38,154.9,"COD"
"863","2002",734,102.2,37.6,150.4,"COD"
"864","2003",699,99.9,37.2,145.7,"COD"
"865","2004",661,97.5,36.6,140.9,"COD"
"866","2005",627,95.2,36,136.1,"COD"
"867","2006",598,92.8,35.3,131.4,"COD"
"868","2007",578,90.4,34.5,126.7,"COD"
"869","2008",565,88.1,33.8,122.3,"COD"
"870","2009",555,85.8,33,118,"COD"
"871","2010",542,83.5,32.3,113.8,"COD"
"872","2011",532,81.3,31.7,109.9,"COD"
"873","2012",524,79.1,31.1,106.1,"COD"
"874","2013",514,77,30.6,102.5,"COD"
"875","2014",500,75,30,99.2,"COD"
"876","2015",490,73,29.5,95.9,"COD"
"877","2016",481,71.1,29,92.8,"COD"
"878","2017",473,69.1,28.5,89.6,"COD"
"879","2018",NA,67.3,27.9,86.6,"COD"
"880","2019",NA,65.5,27.3,83.8,"COD"
"881","2000",739,72.4,30.7,114.1,"COG"
"882","2001",752,70.7,30.2,111.1,"COG"
"883","2002",769,68,29.5,106.2,"COG"
"884","2003",757,64.6,28.6,100.2,"COG"
"885","2004",724,60.7,27.5,93.3,"COG"
"886","2005",677,56.8,26.5,86.4,"COG"
"887","2006",623,53.1,25.4,79.8,"COG"
"888","2007",580,49.8,24.5,74,"COG"
"889","2008",552,46.9,23.7,69,"COG"
"890","2009",526,44.7,23,65,"COG"
"891","2010",506,43,22.5,62,"COG"
"892","2011",488,41.7,22.1,59.7,"COG"
"893","2012",468,40.7,21.8,57.9,"COG"
"894","2013",449,39.7,21.4,56.2,"COG"
"895","2014",433,38.7,21.1,54.4,"COG"
"896","2015",416,37.6,20.7,52.6,"COG"
"897","2016",397,36.6,20.2,50.8,"COG"
"898","2017",378,35.6,19.9,49.1,"COG"
"899","2018",NA,34.7,19.4,47.6,"COG"
"900","2019",NA,35.9,19.1,52.5,"COG"
"901","2000",94,21.2,13.5,25.1,"COL"
"902","2001",93,20.6,13.1,24.3,"COL"
"903","2002",92,19.9,12.7,23.5,"COL"
"904","2003",88,19.4,12.4,22.8,"COL"
"905","2004",85,18.9,12,22.1,"COL"
"906","2005",83,18.3,11.7,21.5,"COL"
"907","2006",82,17.8,11.3,20.8,"COL"
"908","2007",83,17.2,11,20.2,"COL"
"909","2008",84,16.7,10.6,19.5,"COL"
"910","2009",87,16.2,10.3,18.9,"COL"
"911","2010",85,15.7,10,18.3,"COL"
"912","2011",84,15.2,9.6,17.7,"COL"
"913","2012",85,14.7,9.3,17.1,"COL"
"914","2013",85,14.3,9,16.6,"COL"
"915","2014",85,13.8,8.7,16,"COL"
"916","2015",85,13.4,8.4,15.5,"COL"
"917","2016",84,12.9,8.2,15,"COL"
"918","2017",83,12.5,7.9,14.6,"COL"
"919","2018",NA,12.1,7.7,14.1,"COL"
"920","2019",NA,11.7,7.4,13.6,"COL"
"921","2000",444,72.4,40.8,100.6,"COM"
"922","2001",437,72.1,40.7,100.2,"COM"
"923","2002",429,72,40.5,100.1,"COM"
"924","2003",423,71.7,40.3,99.6,"COM"
"925","2004",414,71,40.1,98.5,"COM"
"926","2005",404,69.8,39.7,96.7,"COM"
"927","2006",393,68.4,39.2,94.4,"COM"
"928","2007",382,66.8,38.6,91.9,"COM"
"929","2008",370,65.3,38,89.5,"COM"
"930","2009",356,63.7,37.3,86.9,"COM"
"931","2010",341,62.2,36.6,84.6,"COM"
"932","2011",326,60.5,35.8,82,"COM"
"933","2012",313,58.9,35.1,79.4,"COM"
"934","2013",302,57.2,34.5,76.9,"COM"
"935","2014",293,55.8,33.6,74.7,"COM"
"936","2015",285,54.4,32.9,72.3,"COM"
"937","2016",279,53,32.1,70.1,"COM"
"938","2017",273,51.5,31.3,67.9,"COM"
"939","2018",NA,50.1,30.5,65.7,"COM"
"940","2019",NA,48.7,29.8,63.5,"COM"
"941","2000",118,31.1,18.1,38.1,"CPV"
"942","2001",109,28.4,17,34.4,"CPV"
"943","2002",101,26.3,16,31.6,"CPV"
"944","2003",96,24.8,15.4,29.8,"CPV"
"945","2004",91,24,15.1,28.6,"CPV"
"946","2005",86,23.5,15.1,28.1,"CPV"
"947","2006",82,23.4,15.3,27.9,"CPV"
"948","2007",78,23.3,15.4,27.8,"CPV"
"949","2008",75,23.1,15.6,27.5,"CPV"
"950","2009",72,22.7,15.5,27,"CPV"
"951","2010",70,22.1,15.3,26.3,"CPV"
"952","2011",67,21.3,14.9,25.2,"CPV"
"953","2012",65,20.3,14.3,24,"CPV"
"954","2013",63,19.2,13.5,22.5,"CPV"
"955","2014",62,17.9,12.6,21,"CPV"
"956","2015",61,16.7,11.8,19.5,"CPV"
"957","2016",59,15.5,10.9,18.1,"CPV"
"958","2017",58,14.5,10.2,16.8,"CPV"
"959","2018",NA,13.6,9.6,15.8,"CPV"
"960","2019",NA,12.8,9,14.9,"CPV"
"961","2000",40,11.1,7.7,13.1,"CRI"
"962","2001",37,10.5,7.5,12.6,"CRI"
"963","2002",38,10.1,7.3,12.1,"CRI"
"964","2003",37,10,7.2,11.8,"CRI"
"965","2004",36,9.9,7.1,11.5,"CRI"
"966","2005",33,9.9,7.1,11.3,"CRI"
"967","2006",35,9.8,7,11.2,"CRI"
"968","2007",29,9.7,6.9,11.1,"CRI"
"969","2008",29,9.5,6.8,10.9,"CRI"
"970","2009",29,9.3,6.7,10.7,"CRI"
"971","2010",32,9.2,6.6,10.5,"CRI"
"972","2011",30,8.9,6.5,10.2,"CRI"
"973","2012",29,8.6,6.5,9.9,"CRI"
"974","2013",29,8.2,6.4,9.6,"CRI"
"975","2014",29,7.9,6.3,9.3,"CRI"
"976","2015",28,7.7,6.3,9.1,"CRI"
"977","2016",28,7.6,6.2,8.9,"CRI"
"978","2017",27,7.5,6.1,8.7,"CRI"
"979","2018",NA,7.4,5.9,8.4,"CRI"
"980","2019",NA,7.2,5.8,8.2,"CRI"
"981","2000",112,22.62139511,17.35753812,26.73662748,NA
"982","2001",109,22.15000737,16.99008479,26.11444075,NA
"983","2002",109,21.71879025,16.6959683,25.56557463,NA
"984","2003",107,21.28469718,16.34072174,25.05997395,NA
"985","2004",105,20.90205557,15.97434942,24.51592188,NA
"986","2005",103,20.50995128,15.61272513,24.02247602,NA
"987","2006",101,20.10601443,15.1775752,23.53200592,NA
"988","2007",98,19.72218506,14.84431616,23.00651381,NA
"989","2008",97,19.36737517,14.55964082,22.58010767,NA
"990","2009",96,18.93985131,14.22916526,22.09326835,NA
"991","2010",93,18.52872136,13.95877615,21.56475423,NA
"992","2011",93,18.14184207,13.6620871,21.03935755,NA
"993","2012",93,17.67429911,13.38751153,20.535088,NA
"994","2013",91,17.25074584,13.03987739,19.99512526,NA
"995","2014",89,16.7864046,12.67629431,19.43667885,NA
"996","2015",89,16.34724219,12.28799079,18.86726862,NA
"997","2016",89,15.87550598,11.94072326,18.36123547,NA
"998","2017",88,15.41861902,11.57052558,17.82269908,NA
"999","2018",NA,14.96289049,11.19083447,17.28568245,NA
"1000","2019",NA,14.7001176,10.82194469,17.20832624,NA
"1001","2000",46,7,4.3,8.8,"CUB"
"1002","2001",44,6.8,4.2,8.5,"CUB"
"1003","2002",41,6.5,4,8.2,"CUB"
"1004","2003",41,6.3,3.8,7.9,"CUB"
"1005","2004",40,6.1,3.6,7.6,"CUB"
"1006","2005",41,5.9,3.4,7.4,"CUB"
"1007","2006",38,5.7,3.3,7.2,"CUB"
"1008","2007",38,5.5,3.2,6.9,"CUB"
"1009","2008",40,5.4,3.1,6.7,"CUB"
"1010","2009",40,5.2,3,6.5,"CUB"
"1011","2010",41,5.1,2.9,6.4,"CUB"
"1012","2011",38,5,2.8,6.2,"CUB"
"1013","2012",39,4.8,2.7,6.1,"CUB"
"1014","2013",40,4.7,2.6,5.9,"CUB"
"1015","2014",39,4.6,2.5,5.8,"CUB"
"1016","2015",38,4.5,2.4,5.7,"CUB"
"1017","2016",37,4.4,2.3,5.5,"CUB"
"1018","2017",36,4.3,2.3,5.4,"CUB"
"1019","2018",NA,4.3,2.3,5.3,"CUB"
"1020","2019",NA,4.2,2.3,5.2,"CUB"
"1021","2000",NA,NA,NA,NA,"CUW"
"1022","2001",NA,NA,NA,NA,"CUW"
"1023","2002",NA,NA,NA,NA,"CUW"
"1024","2003",NA,NA,NA,NA,"CUW"
"1025","2004",NA,NA,NA,NA,"CUW"
"1026","2005",NA,NA,NA,NA,"CUW"
"1027","2006",NA,NA,NA,NA,"CUW"
"1028","2007",NA,NA,NA,NA,"CUW"
"1029","2008",NA,NA,NA,NA,"CUW"
"1030","2009",NA,NA,NA,NA,"CUW"
"1031","2010",NA,NA,NA,NA,"CUW"
"1032","2011",NA,NA,NA,NA,"CUW"
"1033","2012",NA,NA,NA,NA,"CUW"
"1034","2013",NA,NA,NA,NA,"CUW"
"1035","2014",NA,NA,NA,NA,"CUW"
"1036","2015",NA,NA,NA,NA,"CUW"
"1037","2016",NA,NA,NA,NA,"CUW"
"1038","2017",NA,NA,NA,NA,"CUW"
"1039","2018",NA,NA,NA,NA,"CUW"
"1040","2019",NA,NA,NA,NA,"CUW"
"1041","2000",NA,NA,NA,NA,"CYM"
"1042","2001",NA,NA,NA,NA,"CYM"
"1043","2002",NA,NA,NA,NA,"CYM"
"1044","2003",NA,NA,NA,NA,"CYM"
"1045","2004",NA,NA,NA,NA,"CYM"
"1046","2005",NA,NA,NA,NA,"CYM"
"1047","2006",NA,NA,NA,NA,"CYM"
"1048","2007",NA,NA,NA,NA,"CYM"
"1049","2008",NA,NA,NA,NA,"CYM"
"1050","2009",NA,NA,NA,NA,"CYM"
"1051","2010",NA,NA,NA,NA,"CYM"
"1052","2011",NA,NA,NA,NA,"CYM"
"1053","2012",NA,NA,NA,NA,"CYM"
"1054","2013",NA,NA,NA,NA,"CYM"
"1055","2014",NA,NA,NA,NA,"CYM"
"1056","2015",NA,NA,NA,NA,"CYM"
"1057","2016",NA,NA,NA,NA,"CYM"
"1058","2017",NA,NA,NA,NA,"CYM"
"1059","2018",NA,NA,NA,NA,"CYM"
"1060","2019",NA,NA,NA,NA,"CYM"
"1061","2000",14,5.6,3.7,6.5,"CYP"
"1062","2001",9,5.2,3.4,6,"CYP"
"1063","2002",10,4.8,3.2,5.6,"CYP"
"1064","2003",9,4.5,3,5.2,"CYP"
"1065","2004",9,4.1,2.8,4.8,"CYP"
"1066","2005",12,3.8,2.6,4.5,"CYP"
"1067","2006",9,3.6,2.4,4.2,"CYP"
"1068","2007",8,3.3,2.3,3.9,"CYP"
"1069","2008",9,3.1,2.1,3.7,"CYP"
"1070","2009",8,3,2,3.5,"CYP"
"1071","2010",8,2.8,1.9,3.4,"CYP"
"1072","2011",8,2.7,1.9,3.2,"CYP"
"1073","2012",7,2.6,1.8,3.1,"CYP"
"1074","2013",6,2.5,1.8,3,"CYP"
"1075","2014",8,2.4,1.7,2.9,"CYP"
"1076","2015",7,2.4,1.7,2.9,"CYP"
"1077","2016",6,2.4,1.7,2.9,"CYP"
"1078","2017",6,2.3,1.7,2.8,"CYP"
"1079","2018",NA,2.3,1.7,2.8,"CYP"
"1080","2019",NA,2.3,1.7,2.8,"CYP"
"1081","2000",7,4.5,2.7,5.5,"CZE"
"1082","2001",7,4.3,2.5,5.2,"CZE"
"1083","2002",6,4.1,2.4,5,"CZE"
"1084","2003",6,3.9,2.4,4.8,"CZE"
"1085","2004",5,3.7,2.3,4.6,"CZE"
"1086","2005",5,3.6,2.2,4.4,"CZE"
"1087","2006",5,3.4,2.1,4.1,"CZE"
